,Unnamed: 0,int64_field_0,DateTime,Score,city
710,710,118,2021-08-03,121.92519999999988,New York
716,716,119,2021-08-04,133.89269999999985,New York
722,722,120,2021-08-05,93.9259,New York
728,728,121,2021-08-07,109.36349999999996,New York
734,734,122,2021-08-08,106.20870000000002,New York
740,740,123,2021-08-09,121.52909999999996,New York
746,746,124,2021-08-10,126.07999999999984,New York
752,752,125,2021-08-11,131.92259999999993,New York
758,758,126,2021-08-12,102.2958999999999,New York
764,764,127,2021-08-13,100.80099999999996,New York
770,770,128,2021-08-14,98.18909999999994,New York
776,776,129,2021-08-15,115.30260000000004,New York
782,782,130,2021-08-16,98.9398,New York
788,788,131,2021-08-18,94.85820000000004,New York
794,794,132,2021-08-19,93.88799999999996,New York
800,800,133,2021-08-20,105.73399999999994,New York
806,806,134,2021-08-21,97.7583,New York
812,812,135,2021-08-22,138.39379999999986,New York
818,818,136,2021-08-23,99.70160000000004,New York
824,824,137,2021-08-24,85.8821999999999,New York
830,830,138,2021-08-25,111.83899999999991,New York
836,836,139,2021-08-26,87.09139999999994,New York
842,842,140,2021-08-27,96.47709999999992,New York
848,848,141,2021-08-29,98.34219999999996,New York
854,854,142,2021-08-30,91.61670000000008,New York
860,860,143,2021-08-31,70.06280000000001,New York
866,866,144,2021-09-01,104.33950000000009,New York
872,872,145,2021-09-02,98.18190000000004,New York
878,878,146,2021-09-03,98.99359999999992,New York
884,884,147,2021-09-04,94.95649999999996,New York
890,890,148,2021-09-05,100.63549999999992,New York
896,896,149,2021-09-06,95.7595,New York
902,902,150,2021-09-07,110.94330000000004,New York
908,908,151,2021-09-09,109.91089999999996,New York
914,914,152,2021-09-10,81.92490000000005,New York
920,920,153,2021-09-11,102.01279999999991,New York
926,926,154,2021-09-12,111.40089999999992,New York
932,932,155,2021-09-13,101.51840000000004,New York
937,937,156,2021-09-14,89.66429999999998,New York
942,942,157,2021-09-15,84.26580000000001,New York
947,947,158,2021-09-16,87.94459999999992,New York
952,952,159,2021-09-17,96.1318999999999,New York
957,957,160,2021-09-18,101.1665999999999,New York
962,962,161,2021-09-20,99.26009999999992,New York
967,967,162,2021-09-21,91.48699999999994,New York
972,972,163,2021-09-22,86.16029999999998,New York
977,977,164,2021-09-23,92.13879999999992,New York
982,982,165,2021-09-24,91.32629999999992,New York
987,987,166,2021-09-25,99.27469999999988,New York
992,992,167,2021-09-26,101.8982,New York
997,997,168,2021-09-27,94.1176,New York
1002,1002,169,2021-09-28,83.02189999999993,New York
1007,1007,170,2021-09-29,89.39079999999997,New York
1012,1012,171,2021-10-01,96.66930000000004,New York
1017,1017,172,2021-10-02,101.6284,New York
1022,1022,173,2021-10-03,110.5064,New York
1027,1027,174,2021-10-04,109.58169999999993,New York
1032,1032,175,2021-10-05,85.12630000000006,New York
1037,1037,176,2021-10-06,88.91139999999999,New York
1042,1042,177,2021-10-07,93.79589999999992,New York
1047,1047,178,2021-10-08,104.1915,New York
1052,1052,179,2021-10-09,84.49770000000001,New York
1057,1057,180,2021-10-10,110.13889999999996,New York
1062,1062,181,2021-10-12,102.26049999999992,New York
1067,1067,182,2021-10-13,99.19520000000004,New York
1072,1072,183,2021-10-14,98.7923999999999,New York
1077,1077,184,2021-10-15,97.4279000000001,New York
1082,1082,185,2021-10-16,83.60639999999992,New York
1087,1087,186,2021-10-17,87.4475,New York
1092,1092,187,2021-10-18,98.50889999999993,New York
1097,1097,188,2021-10-19,108.69669999999988,New York
1102,1102,189,2021-10-20,102.57919999999994,New York
1107,1107,190,2021-10-21,108.68439999999993,New York
1112,1112,191,2021-10-23,91.12409999999996,New York
1117,1117,192,2021-10-24,65.80770000000004,New York
1122,1122,193,2021-10-25,98.85249999999996,New York
1127,1127,194,2021-10-26,114.94099999999982,New York
1132,1132,195,2021-10-27,85.7929,New York
1137,1137,196,2021-10-28,113.36009999999976,New York
1142,1142,197,2021-10-29,90.71579999999992,New York
1147,1147,198,2021-10-30,124.4973999999999,New York
1152,1152,199,2021-10-31,106.2654,New York
1157,1157,200,2021-11-01,96.7913,New York
1162,1162,201,2021-11-03,101.25209999999991,New York
1167,1167,202,2021-11-04,92.90959999999993,New York
1172,1172,203,2021-11-05,106.2907,New York
1177,1177,204,2021-11-06,91.85999999999989,New York
