Date,avg_price,median_price
2020-07-18T00:00:00.000000000,37877.49649,15000
2020-07-19T00:00:00.000000000,38996.92051,15000
2020-07-20T00:00:00.000000000,39907.07411,15000
2020-07-21T00:00:00.000000000,41983.93742,15000
2020-07-22T00:00:00.000000000,43117.32092,15000
2020-07-23T00:00:00.000000000,45869.44911,15500
2020-07-24T00:00:00.000000000,46388.88474,16000
2020-07-25T00:00:00.000000000,46550.50733,16000
2020-07-26T00:00:00.000000000,46720.66171,15900
2020-07-27T00:00:00.000000000,46743.89261,15799
2020-07-28T00:00:00.000000000,46694.60676,15800
2020-07-29T00:00:00.000000000,46682.28172,15800
2020-07-30T00:00:00.000000000,46532.55369,16000
2020-07-31T00:00:00.000000000,46557.71018,16000
2020-08-01T00:00:00.000000000,46509.40773,16000
2020-08-02T00:00:00.000000000,46442.67877,15800
2020-08-03T00:00:00.000000000,46410.36845,15800
2020-08-04T00:00:00.000000000,46509.09866,15800
2020-08-05T00:00:00.000000000,46439.62056,15800
2020-08-06T00:00:00.000000000,46417.4866,15800
2020-08-07T00:00:00.000000000,46268.17862,16000
2020-08-08T00:00:00.000000000,46459.67347,16000
2020-08-09T00:00:00.000000000,45892.76598,15900
2020-08-10T00:00:00.000000000,42424.57824,15000
2020-08-11T00:00:00.000000000,40169.56577,15000
2020-08-12T00:00:00.000000000,39621.68127,15000
2020-08-13T00:00:00.000000000,39433.51699,15000
2020-08-14T00:00:00.000000000,39215.60022,15000
2020-08-15T00:00:00.000000000,39273.25849,15000
2020-08-16T00:00:00.000000000,36973.79645,14000
2020-08-17T00:00:00.000000000,35916.61035,14000
2020-08-18T00:00:00.000000000,35783.95605,13976
2020-08-19T00:00:00.000000000,35735.06671,13900
2020-08-20T00:00:00.000000000,35676.49299,13900
2020-08-21T00:00:00.000000000,35463.09733,14000
2020-08-22T00:00:00.000000000,35500.29263,14000
2020-08-23T00:00:00.000000000,34935.27595,13599
2020-08-24T00:00:00.000000000,34928.43204,13500
2020-08-25T00:00:00.000000000,35123.63209,13630.5
2020-08-26T00:00:00.000000000,36127.80206,13674.5
2020-08-27T00:00:00.000000000,36127.23917,13800
2020-08-28T00:00:00.000000000,36097.23862,14000
2020-08-29T00:00:00.000000000,36103.75842,14000
2020-08-30T00:00:00.000000000,36049.89589,13600
2020-08-31T00:00:00.000000000,36066.19194,13600
2020-09-01T00:00:00.000000000,30738.43314,12000
2020-09-02T00:00:00.000000000,30491.47101,12000
2020-09-03T00:00:00.000000000,30497.30884,12000
2020-09-04T00:00:00.000000000,30716.01644,12900
2020-09-05T00:00:00.000000000,30458.63116,12811
2020-09-06T00:00:00.000000000,30119.59017,12000
2020-09-07T00:00:00.000000000,27936.78959,12000
2020-09-08T00:00:00.000000000,26821.61097,12000
2020-09-09T00:00:00.000000000,26713.52883,12000
2020-09-10T00:00:00.000000000,26478.24579,12000
2020-09-11T00:00:00.000000000,26563.27237,12000
2020-09-12T00:00:00.000000000,26547.27299,12100
