,Score,city
1,77.89720000000000,Chicago
2,75.6107,Chicago
3,91.5234,Chicago
4,96.56310000000000,Chicago
5,90.7666999999999,Chicago
6,85.23020000000000,Chicago
7,85.41730000000010,Chicago
8,88.29740000000000,Chicago
9,75.6278,Chicago
10,78.4512,Chicago
11,87.819,Chicago
12,93.03819999999990,Chicago
13,88.74459999999990,Chicago
14,91.46919999999990,Chicago
15,99.64460000000000,Chicago
16,94.2346,Chicago
17,101.55670000000000,Chicago
18,79.62270000000000,Chicago
19,84.89829999999990,Chicago
20,86.3739,Chicago
21,51.2858,Chicago
22,43.75060000000000,Chicago
23,38.5681,Chicago
24,46.1075,Chicago
25,40.5863,Chicago
26,36.87840000000000,Chicago
27,22.164600000000000,Chicago
28,31.926200000000000,Chicago
29,41.50120000000000,Chicago
30,94.17559999999990,Chicago
31,100.488,Chicago
32,94.99269999999990,Chicago
33,79.12439999999990,Chicago
34,80.52879999999990,Chicago
35,70.16220000000000,Chicago
36,73.10250000000000,Chicago
37,74.98410000000000,Chicago
38,77.03320000000000,Chicago
39,55.21800000000000,Chicago
40,67.00060000000010,Chicago
41,62.08540000000000,Chicago
42,82.93319999999990,Chicago
43,75.25800000000000,Chicago
44,80.80350000000000,Chicago
45,72.01790000000000,Chicago
46,66.27540000000000,Chicago
47,67.65290000000000,Chicago
48,72.72300000000000,Chicago
49,72.37560000000000,Chicago
50,72.89120000000000,Chicago
51,75.8003,Chicago
52,72.06140000000000,Chicago
53,78.52210000000000,Chicago
54,64.57090000000000,Chicago
55,64.21750000000000,Chicago
56,64.30610000000000,Chicago
57,72.81690000000010,Chicago
58,73.78270000000010,Chicago
59,76.49520000000000,Chicago
60,70.90870000000010,Chicago
61,76.61610000000000,Chicago
62,78.42400000000000,Chicago
63,79.2132,Chicago
64,78.98020000000000,Chicago
65,77.81580000000000,Chicago
66,89.16459999999970,Chicago
67,88.0577999999998,Chicago
68,84.53829999999990,Chicago
69,77.16890000000000,Chicago
70,77.42180000000000,Chicago
71,70.5759,Chicago
72,74.66540000000010,Chicago
73,72.2434,Chicago
74,71.5468,Chicago
75,71.81339999999990,Chicago
76,73.62500000000000,Chicago
77,72.27900000000000,Chicago
78,81.05200000000010,Chicago
79,75.78020000000010,Chicago
80,80.16940000000010,Chicago
81,85.72900000000000,Chicago
82,81.11600000000000,Chicago
83,85.86150000000000,Chicago
84,87.9286000000001,Chicago
85,87.81070000000010,Chicago
86,91.44420000000020,Chicago
87,108.91710000000000,Chicago
88,111.00480000000000,Chicago
89,110.67010000000000,Chicago
90,103.10410000000000,Chicago
91,100.35840000000000,Chicago
92,99.00469999999990,Chicago
93,70.97160000000010,Chicago
94,70.99030000000010,Chicago
95,71.77480000000010,Chicago
96,88.02520000000000,Chicago
97,95.24200000000000,Chicago
98,93.4853,Chicago
99,123.11020000000000,Chicago
100,124.68750000000000,Chicago
101,126.89940000000000,Chicago
102,109.48100000000000,Chicago
103,100.57890000000000,Chicago
104,97.58069999999980,Chicago
105,141.83540000000000,Chicago
106,147.30600000000000,Chicago
107,144.24200000000000,Chicago
108,102.51400000000000,Chicago
109,94.15380000000000,Chicago
110,101.6603,Chicago
111,106.50890000000000,Chicago
112,100.98380000000000,Chicago
113,85.94610000000000,Chicago
114,89.00090000000010,Chicago
115,84.72060000000010,Chicago
116,86.49580000000010,Chicago
117,91.8159,Chicago
118,101.81210000000000,Chicago
119,103.4244,Chicago
120,96.7191,Chicago
121,110.68360000000000,Chicago
122,121.49100000000000,Chicago
123,76.16810000000000,Chicago
124,81.34300000000000,Chicago
125,98.5283,Chicago
126,124.82840000000000,Chicago
127,132.9756000000000,Chicago
128,142.86780000000000,Chicago
129,79.77600000000010,Chicago
130,82.66070000000000,Chicago
131,84.71099999999990,Chicago
132,107.46810000000000,Chicago
133,103.2268,Chicago
134,97.14120000000000,Chicago
135,89.00960000000000,Chicago
136,97.29290000000000,Chicago
137,102.00800000000000,Chicago
138,115.51020000000000,Chicago
139,115.76830000000000,Chicago
140,95.6453999999999,Chicago
141,87.0246999999999,Chicago
142,89.91220000000000,Chicago
143,91.4705999999999,Chicago
144,127.0706000000000,Chicago
145,119.12450000000000,Chicago
146,92.32930000000000,Chicago
147,99.9511,Chicago
148,106.74690000000000,Chicago
149,117.98680000000000,Chicago
150,121.90930000000000,Chicago
151,100.36060000000000,Chicago
152,98.76489999999990,Chicago
153,82.81520000000000,Chicago
154,86.64000000000000,Chicago
155,93.5677999999999,Chicago
156,107.21670000000000,Chicago
157,95.50430000000000,Chicago
158,85.81620000000000,Chicago
159,96.69370000000000,Chicago
160,95.7609999999999,Chicago
161,94.88930000000000,Chicago
162,109.68780000000000,Chicago
163,106.51290000000000,Chicago
164,96.14089999999990,Chicago
165,68.81540000000000,Chicago
166,68.05880000000000,Chicago
167,76.88400000000000,Chicago
168,82.36270000000000,Chicago
169,83.26979999999990,Chicago
170,83.41370000000000,Chicago
171,94.72769999999990,Chicago
172,104.38630000000000,Chicago
173,109.47670000000000,Chicago
174,93.4523,Chicago
175,96.19259999999980,Chicago
176,104.45670000000000,Chicago
177,107.45200000000000,Chicago
178,94.6911999999999,Chicago
179,102.1446,Chicago
180,91.06679999999990,Chicago
181,94.5752,Chicago
182,96.08960000000000,Chicago
183,68.62740000000000,Chicago
184,64.17930000000000,Chicago
185,71.84790000000000,Chicago
186,90.43899999999990,Chicago
187,88.47919999999990,Chicago
188,86.53,Chicago
189,104.58690000000000,Chicago
190,91.66900000000000,Chicago
191,83.83490000000000,Chicago
192,102.30370000000000,Chicago
193,86.88330000000000,Chicago
194,90.48870000000000,Chicago
195,98.17239999999990,Chicago
196,90.74429999999990,Chicago
197,92.2665,Chicago
198,99.75210000000000,Chicago
199,101.57550000000000,Chicago
200,102.83840000000000,Chicago
201,96.68629999999990,Chicago
202,96.03350000000000,Chicago
203,93.9997,Chicago
204,86.16670000000000,Chicago
205,87.88889999999990,Chicago
206,88.6345,Chicago
207,99.1931,Chicago
208,107.7033,Chicago
209,86.84239999999990,Chicago
210,90.3433,Chicago
211,84.13110000000000,Chicago
212,81.40220000000000,Chicago
213,72.85390000000000,Chicago
214,71.31559999999990,Chicago
215,70.78469999999990,Chicago
216,93.82620000000000,Chicago
217,91.83000000000000,Chicago
218,90.28820000000000,Chicago
219,77.90450000000010,Chicago
220,77.93570000000000,Chicago
221,83.38900000000000,Chicago
222,82.23190000000010,Chicago
223,84.92230000000000,Chicago
224,74.36800000000000,Chicago
225,96.8212,Chicago
226,88.65340000000000,Chicago
227,86.00999999999990,Chicago
228,81.73070000000000,Chicago
229,89.3193999999998,Chicago
230,100.09590000000000,Chicago
231,94.24200000000000,Chicago
232,91.4853,Chicago
233,116.11020000000000,Chicago
234,114.68750000000000,Chicago
235,123.89940000000000,Chicago
236,118.48100000000000,Chicago
237,96.57890000000000,Chicago
238,88.58069999999980,Chicago
239,149.83540000000000,Chicago
240,137.30600000000000,Chicago
241,140.24200000000000,Chicago
242,101.51400000000000,Chicago
243,92.15380000000000,Chicago
244,94.6603,Chicago
245,106.50890000000000,Chicago
246,108.98380000000000,Chicago
247,94.94610000000000,Chicago
248,92.00090000000010,Chicago
249,94.72060000000010,Chicago
250,85.49580000000010,Chicago
251,101.8159,Chicago
252,96.81210000000000,Chicago
253,101.4244,Chicago
254,93.7191,Chicago
255,103.68360000000000,Chicago
256,111.49100000000000,Chicago
257,82.16810000000000,Chicago
258,73.34300000000000,Chicago
259,100.5283,Chicago
260,121.82840000000000,Chicago
261,133.9756000000000,Chicago
262,149.86780000000000,Chicago
263,76.77600000000010,Chicago
264,89.66070000000000,Chicago
265,83.71099999999990,Chicago
266,106.46810000000000,Chicago
267,93.2268,Chicago
268,105.14120000000000,Chicago
269,96.00960000000000,Chicago
270,92.29290000000000,Chicago
271,105.00800000000000,Chicago
272,118.51020000000000,Chicago
273,116.76830000000000,Chicago
274,100.6454000000000,Chicago
275,92.0246999999999,Chicago
276,95.91220000000000,Chicago
277,93.4705999999999,Chicago
278,95.4705999999999,Chicago
279,127.0706000000000,Chicago
280,118.12450000000000,Chicago
281,92.32930000000000,Chicago
282,102.9511,Chicago
283,105.74690000000000,Chicago
284,122.98680000000000,Chicago
285,121.90930000000000,Chicago
286,98.36060000000000,Chicago
287,98.76489999999990,Chicago
288,87.81520000000000,Chicago
289,85.64000000000000,Chicago
290,88.5677999999999,Chicago
291,103.21670000000000,Chicago
292,98.50430000000000,Chicago
293,88.81620000000000,Chicago
294,93.69370000000000,Chicago
295,92.7609999999999,Chicago
296,96.88930000000000,Chicago
297,110.68780000000000,Chicago
298,107.51290000000000,Chicago
299,97.14089999999990,Chicago
300,70.81540000000000,Chicago
301,68.05880000000000,Chicago
302,74.88400000000000,Chicago
303,82.36270000000000,Chicago
304,80.26979999999990,Chicago
305,78.41370000000000,Chicago
306,95.72769999999990,Chicago
307,100.38630000000000,Chicago
308,113.47670000000000,Chicago
309,98.4523,Chicago
310,98.19259999999980,Chicago
311,101.45670000000000,Chicago
312,103.45200000000000,Chicago
313,95.6911999999999,Chicago
314,104.1446,Chicago
315,95.06679999999990,Chicago
316,93.5752,Chicago
317,99.08960000000000,Chicago
318,72.62740000000000,Chicago
319,65.17930000000000,Chicago
320,76.84790000000000,Chicago
321,94.43899999999990,Chicago
322,87.47919999999990,Chicago
323,81.53,Chicago
324,101.58690000000000,Chicago
325,92.66900000000000,Chicago
326,79.83490000000000,Chicago
327,97.30370000000000,Chicago
328,91.88330000000000,Chicago
329,87.48870000000000,Chicago
330,103.17240000000000,Chicago
331,86.74429999999990,Chicago
332,94.2665,Chicago
333,99.75210000000000,Chicago
334,98.57550000000000,Chicago
335,101.83840000000000,Chicago
336,96.68629999999990,Chicago
337,97.03350000000000,Chicago
338,89.9997,Chicago
339,89.16670000000000,Chicago
340,83.88889999999990,Chicago
341,87.6345,Chicago
342,98.1931,Chicago
343,102.7033,Chicago
344,88.84239999999990,Chicago
345,94.3433,Chicago
346,81.13110000000000,Chicago
347,81.40220000000000,Chicago
348,67.85390000000000,Chicago
349,68.31559999999990,Chicago
350,67.78469999999990,Chicago
351,95.82620000000000,Chicago
352,92.83000000000000,Chicago
353,85.28820000000000,Chicago
354,75.90450000000010,Chicago
355,77.93570000000000,Chicago
356,84.38900000000000,Chicago
357,82.23190000000010,Chicago
358,84.92230000000000,Chicago
359,70.36800000000000,Chicago
360,96.8212,Chicago
361,93.65340000000000,Chicago
362,89.00999999999990,Chicago
363,79.73070000000000,Chicago
364,91.3193999999998,Chicago
365,105.09590000000000,Chicago
