DateTime,Score
2021-11-18-19-12,92.86119999999998
2021-11-18-19-13,86.64259999999992
2021-11-18-19-15,87.48239999999993
2021-11-18-19-27,84.73420000000003
2021-11-18-19-29,85.17480000000002
2021-11-18-19-30,75.48649999999999
2021-11-18-19-43,89.46730000000002
2021-11-18-19-44,85.90609999999998
2021-11-18-19-46,76.82460000000002
2021-11-18-19-58,97.08119999999988
2021-11-18-20-00,101.43679999999983
2021-11-18-20-01,104.02599999999994
2021-11-18-20-14,81.85310000000001
2021-11-18-20-15,85.04750000000001
2021-11-18-20-17,77.97719999999997
2021-11-18-20-29,86.3703
2021-11-18-20-31,90.76129999999999
2021-11-18-20-33,92.78220000000006
2021-11-18-20-45,101.38449999999995
2021-11-18-20-47,101.9355999999999
2021-11-18-20-48,101.5265999999999
2021-11-18-21-01,91.2791999999999
2021-11-18-21-02,90.2651999999999
2021-11-18-21-04,101.23319999999991
2021-11-18-21-16,99.20389999999992
2021-11-18-21-18,95.57359999999996
2021-11-18-21-19,93.93200000000002
2021-11-18-21-32,75.85089999999998
2021-11-18-21-33,66.78099999999998
2021-11-18-21-35,69.17229999999992
2021-11-18-21-47,78.52409999999995
2021-11-18-21-49,79.76959999999997
2021-11-18-21-50,74.65309999999998
2021-11-18-22-03,75.03050000000005
2021-11-18-22-04,78.25549999999997
2021-11-18-22-06,88.05090000000007
2021-11-18-22-18,70.16410000000005
2021-11-18-22-20,79.65760000000003
2021-11-18-22-21,78.99360000000006
2021-11-18-22-34,83.05939999999998
2021-11-18-22-35,78.57509999999999
2021-11-18-22-37,77.28699999999999
2021-11-18-22-49,95.83919999999998
2021-11-18-22-51,101.3873999999998
2021-11-18-22-52,101.52309999999986
