DateTime,Score
2021-11-18-03-38,85.06949999999999
2021-11-18-03-39,81.46439999999993
2021-11-18-03-41,84.17330000000001
2021-11-18-03-42,78.20869999999994
2021-11-18-03-43,89.54809999999995
2021-11-18-03-45,105.01309999999992
2021-11-18-03-57,91.38899999999992
2021-11-18-03-59,92.04369999999994
2021-11-18-04-00,94.51979999999988
2021-11-18-04-13,65.19189999999996
2021-11-18-04-14,80.15090000000005
2021-11-18-04-16,78.77439999999991
2021-11-18-04-28,86.02550000000002
2021-11-18-04-30,97.56949999999999
2021-11-18-04-31,97.93789999999996
2021-11-18-04-44,91.81649999999982
2021-11-18-04-45,72.53650000000003
2021-11-18-04-47,57.89260000000006
2021-11-18-04-59,75.79050000000007
2021-11-18-05-01,85.28499999999995
2021-11-18-05-02,92.613
2021-11-18-05-15,87.53639999999982
2021-11-18-05-16,81.78719999999994
2021-11-18-05-18,87.82219999999998
2021-11-18-05-30,77.80130000000004
2021-11-18-05-32,83.48189999999991
2021-11-18-05-33,85.12789999999997
2021-11-18-05-46,97.35129999999998
2021-11-18-05-47,83.1384
2021-11-18-05-48,74.5028
2021-11-18-06-01,78.49990000000004
2021-11-18-06-02,79.67830000000004
2021-11-18-06-04,78.4665
2021-11-18-06-16,94.41659999999989
2021-11-18-06-18,102.35339999999998
2021-11-18-06-19,99.58489999999998
2021-11-18-06-32,88.47329999999987
2021-11-18-06-33,90.51929999999996
2021-11-18-06-35,92.24190000000006
2021-11-18-06-47,86.41059999999997
2021-11-18-06-49,89.4837999999999
2021-11-18-06-50,85.45119999999999
2021-11-18-07-03,76.50609999999995
2021-11-18-07-04,64.20750000000004
2021-11-18-07-06,73.65899999999995
2021-11-18-07-18,71.20470000000003
2021-11-18-07-20,78.38649999999988
2021-11-18-07-21,82.22699999999989
2021-11-18-07-34,54.03389999999997
2021-11-18-07-35,64.70079999999993
2021-11-18-07-37,71.88359999999999
2021-11-18-07-49,75.5931
2021-11-18-07-51,80.94969999999999
2021-11-18-07-52,81.34129999999999
2021-11-18-08-04,93.47749999999986
2021-11-18-08-06,96.77879999999993
2021-11-18-08-07,96.12659999999993
2021-11-18-08-20,76.7246
2021-11-18-08-21,73.16650000000008
2021-11-18-08-23,73.85900000000012
2021-11-18-08-35,86.40849999999993
2021-11-18-08-37,83.3511
2021-11-18-08-38,90.29419999999988
2021-11-18-08-51,92.32499999999999
2021-11-18-08-52,84.5941999999999
2021-11-18-08-54,86.16589999999988
2021-11-18-09-06,98.25090000000003
2021-11-18-09-08,100.05079999999997
2021-11-18-09-09,101.0608999999999
2021-11-18-09-22,87.72199999999995
2021-11-18-09-23,88.28739999999999
2021-11-18-09-25,86.45979999999997
2021-11-18-09-37,93.76069999999994
2021-11-18-09-39,89.70259999999999
2021-11-18-09-40,90.78359999999998
2021-11-18-09-52,102.86309999999997
2021-11-18-09-54,107.679
2021-11-18-09-55,108.98289999999994
2021-11-18-10-08,105.89749999999995
2021-11-18-10-09,108.23089999999996
2021-11-18-10-11,109.2454999999999
2021-11-18-10-23,109.2887
2021-11-18-10-25,108.55620000000002
2021-11-18-10-26,108.20039999999992
2021-11-18-10-39,107.05619999999999
2021-11-18-10-40,81.2372
2021-11-18-10-42,83.1145
2021-11-18-10-54,89.7972000000001
2021-11-18-10-56,88.03330000000004
2021-11-18-10-57,87.11859999999997
2021-11-18-11-10,105.1190999999999
2021-11-18-11-11,102.31609999999995
2021-11-18-11-13,101.20499999999997
2021-11-18-11-25,102.0624999999999
2021-11-18-11-27,92.62949999999996
2021-11-18-11-28,95.0328
2021-11-18-11-40,117.17929999999991
2021-11-18-11-42,107.27259999999994
2021-11-18-11-43,119.00939999999981
2021-11-18-11-56,89.98869999999994
2021-11-18-11-57,92.2072
2021-11-18-11-59,92.62419999999997
2021-11-18-12-11,92.45920000000002
2021-11-18-12-13,105.25379999999994
2021-11-18-12-14,104.74699999999993
2021-11-18-12-27,134.18919999999997
2021-11-18-12-28,124.89670000000002
2021-11-18-12-30,133.13829999999987
2021-11-18-12-42,91.86479999999993
2021-11-18-12-44,95.33499999999997
2021-11-18-12-45,109.71210000000004
2021-11-18-12-58,124.95509999999985
2021-11-18-12-59,110.24599999999987
2021-11-18-13-01,145.93349999999992
2021-11-18-13-14,86.70139999999991
2021-11-18-13-15,101.05760000000002
2021-11-18-13-17,110.55159999999998
2021-11-18-13-29,112.30590000000002
2021-11-18-13-31,121.92519999999989
2021-11-18-13-32,133.89269999999985
2021-11-18-13-45,93.9259
2021-11-18-13-46,109.36349999999996
2021-11-18-13-48,106.20870000000002
2021-11-18-14-00,121.52909999999996
2021-11-18-14-02,126.07999999999984
2021-11-18-14-03,131.92259999999993
2021-11-18-14-16,102.2958999999999
2021-11-18-14-17,100.80099999999996
2021-11-18-14-19,98.18909999999994
2021-11-18-14-31,115.30260000000003
2021-11-18-14-33,98.93979999999999
2021-11-18-14-34,94.85820000000004
2021-11-18-14-47,93.88799999999996
2021-11-18-14-49,105.73399999999994
2021-11-18-14-50,97.7583
2021-11-18-15-03,138.39379999999986
2021-11-18-15-05,99.70160000000006
2021-11-18-15-07,85.88219999999991
2021-11-18-15-18,111.83899999999993
2021-11-18-15-20,87.09139999999994
2021-11-18-15-22,96.47709999999994
2021-11-18-15-33,98.34219999999996
2021-11-18-15-36,91.61670000000007
2021-11-18-15-38,70.06280000000002
2021-11-18-15-49,104.33950000000007
2021-11-18-15-51,98.18190000000003
2021-11-18-15-53,98.99359999999992
2021-11-18-16-04,94.95649999999998
2021-11-18-16-06,100.63549999999992
