DateTime,Score
2021-11-18-07-51,64.21749999999999
2021-11-18-07-52,64.30609999999999
2021-11-18-08-05,72.81690000000009
2021-11-18-08-06,73.78270000000008
2021-11-18-08-08,76.49520000000004
2021-11-18-08-20,70.90870000000007
2021-11-18-08-22,76.61610000000002
2021-11-18-08-23,78.42400000000002
2021-11-18-08-35,79.2132
2021-11-18-08-37,78.98019999999995
2021-11-18-08-38,77.81579999999998
2021-11-18-08-51,89.16459999999975
2021-11-18-08-52,88.05779999999982
2021-11-18-08-54,84.53829999999986
2021-11-18-09-06,77.16890000000004
2021-11-18-09-08,77.42179999999998
2021-11-18-09-09,70.5759
2021-11-18-09-22,74.66540000000006
2021-11-18-09-23,72.24340000000001
2021-11-18-09-25,71.5468
2021-11-18-09-37,71.81339999999994
2021-11-18-09-39,73.62499999999997
2021-11-18-09-40,72.27900000000001
2021-11-18-09-53,81.05200000000008
2021-11-18-09-54,75.78020000000008
2021-11-18-09-56,80.16940000000008
2021-11-18-10-08,85.72899999999996
2021-11-18-10-10,81.11599999999999
2021-11-18-10-11,85.86149999999999
2021-11-18-10-23,87.92860000000009
2021-11-18-10-25,87.81070000000014
2021-11-18-10-26,91.44420000000015
2021-11-18-10-39,108.91709999999972
2021-11-18-10-40,111.00479999999969
2021-11-18-10-42,110.67009999999966
2021-11-18-10-54,103.10409999999987
2021-11-18-10-56,100.35839999999992
2021-11-18-10-57,99.00469999999994
2021-11-18-11-10,70.97160000000007
2021-11-18-11-11,70.99030000000005
2021-11-18-11-13,71.77480000000006
2021-11-18-11-25,88.02520000000003
2021-11-18-11-27,95.24200000000002
2021-11-18-11-28,93.48530000000002
2021-11-18-11-41,123.11019999999984
2021-11-18-11-42,124.68749999999982
2021-11-18-11-44,126.89939999999974
2021-11-18-11-56,109.48099999999982
2021-11-18-11-58,100.57889999999983
2021-11-18-11-59,97.58069999999985
2021-11-18-12-12,141.83539999999985
2021-11-18-12-13,147.30599999999987
2021-11-18-12-15,144.24199999999988
2021-11-18-12-27,102.51399999999997
2021-11-18-12-29,94.15379999999998
2021-11-18-12-30,101.6603
2021-11-18-12-43,106.50889999999984
2021-11-18-12-44,100.98379999999986
2021-11-18-12-46,85.94609999999996
2021-11-18-12-58,89.00090000000006
2021-11-18-13-00,84.72060000000009
2021-11-18-13-01,86.49580000000006
2021-11-18-13-14,91.81590000000001
2021-11-18-13-15,101.81210000000002
2021-11-18-13-17,103.4244
2021-11-18-13-29,96.7191
2021-11-18-13-31,110.68359999999993
2021-11-18-13-32,121.49100000000003
2021-11-18-13-45,76.16810000000001
2021-11-18-13-46,81.34300000000003
2021-11-18-13-48,98.52830000000002
2021-11-18-14-00,124.82839999999983
2021-11-18-14-02,132.9755999999999
2021-11-18-14-03,142.86779999999993
2021-11-18-14-16,79.77600000000004
2021-11-18-14-17,82.66069999999998
2021-11-18-14-19,84.71099999999994
2021-11-18-14-31,107.46809999999994
2021-11-18-14-33,103.2268
2021-11-18-14-34,97.14120000000004
2021-11-18-14-47,89.00960000000002
2021-11-18-14-49,97.29289999999996
2021-11-18-14-51,102.00799999999995
2021-11-18-15-03,115.51019999999993
2021-11-18-15-05,115.76829999999994
2021-11-18-15-07,95.6453999999999
2021-11-18-15-18,87.0246999999999
2021-11-18-15-21,89.91220000000004
2021-11-18-15-23,91.4705999999999
2021-11-18-15-34,127.0705999999998
2021-11-18-15-36,119.12449999999986
2021-11-18-15-38,92.32929999999995
2021-11-18-15-49,99.95110000000001
2021-11-18-15-51,106.74689999999994
2021-11-18-15-54,117.98679999999996
2021-11-18-16-05,121.90929999999996
2021-11-18-16-07,100.36059999999989
2021-11-18-16-09,98.76489999999993
2021-11-18-16-20,82.81519999999996
2021-11-18-16-22,86.64000000000006
2021-11-18-16-23,93.5677999999999
2021-11-18-16-36,107.21669999999989
2021-11-18-16-37,95.50430000000004
2021-11-18-16-39,85.81619999999997
2021-11-18-16-51,96.69369999999998
2021-11-18-16-53,95.7609999999999
2021-11-18-16-55,94.88930000000002
2021-11-18-17-07,109.68779999999992
2021-11-18-17-09,106.51289999999996
2021-11-18-17-10,96.14089999999993
2021-11-18-17-23,68.81539999999995
2021-11-18-17-24,68.05880000000002
2021-11-18-17-26,76.88399999999996
2021-11-18-17-38,82.36270000000002
2021-11-18-17-40,83.26979999999995
2021-11-18-17-41,83.41369999999998
